,Slice,x-grid,y-grid,Position,Poren,num Black pixels
0,358,0,0,0,0,99
1,358,0,1,0,0,22
2,358,0,2,0,0,0
3,358,1,0,0,0,50
4,358,1,1,0,0,31
5,358,1,2,0,0,0
6,358,2,0,0,0,0
7,358,2,1,0,0,0
8,358,2,2,-1,0,0
9,359,0,0,0,0,24
10,359,0,1,0,0,104
11,359,0,2,0,0,0
12,359,1,0,0,0,22
13,359,1,1,0,1,197
14,359,1,2,0,0,0
15,359,2,0,0,0,0
16,359,2,1,0,0,0
17,359,2,2,-1,0,0
18,360,0,0,0,0,77
19,360,0,1,0,0,56
20,360,0,2,0,0,0
21,360,1,0,0,0,7
22,360,1,1,0,1,243
23,360,1,2,0,0,0
24,360,2,0,0,0,0
25,360,2,1,0,0,0
26,360,2,2,-1,0,0
27,361,0,0,0,0,69
28,361,0,1,0,0,12
29,361,0,2,0,0,0
30,361,1,0,0,0,36
31,361,1,1,0,1,273
32,361,1,2,0,0,0
33,361,2,0,0,0,0
34,361,2,1,0,0,0
35,361,2,2,-1,0,0
36,362,0,0,0,0,16
37,362,0,1,0,0,104
38,362,0,2,0,0,0
39,362,1,0,0,1,151
40,362,1,1,0,1,328
41,362,1,2,0,0,0
42,362,2,0,0,0,0
43,362,2,1,0,0,0
44,362,2,2,-1,0,0
45,363,0,0,0,0,40
46,363,0,1,0,1,299
47,363,0,2,0,0,0
48,363,1,0,0,0,46
49,363,1,1,0,0,80
50,363,1,2,0,0,0
51,363,2,0,0,0,0
52,363,2,1,0,0,0
53,363,2,2,-1,0,0
54,364,0,0,0,0,123
55,364,0,1,0,1,199
56,364,0,2,0,0,0
57,364,1,0,0,0,60
58,364,1,1,0,1,155
59,364,1,2,0,0,0
60,364,2,0,0,0,0
61,364,2,1,0,0,0
62,364,2,2,-1,0,0
63,365,0,0,0,1,944
64,365,0,1,0,0,36
65,365,0,2,0,0,0
66,365,1,0,0,0,77
67,365,1,1,0,0,71
68,365,1,2,0,0,0
69,365,2,0,0,0,0
70,365,2,1,0,0,0
71,365,2,2,-1,0,0
72,366,0,0,0,1,1122
73,366,0,1,0,1,230
74,366,0,2,0,0,0
75,366,1,0,0,1,189
76,366,1,1,0,0,16
77,366,1,2,0,0,0
78,366,2,0,0,0,0
79,366,2,1,0,0,0
80,366,2,2,-1,0,0
81,367,0,0,0,1,1145
82,367,0,1,0,0,81
83,367,0,2,0,0,0
84,367,1,0,0,0,107
85,367,1,1,0,0,46
86,367,1,2,0,0,0
87,367,2,0,0,0,0
88,367,2,1,0,0,0
89,367,2,2,-1,0,0
90,368,0,0,0,1,737
91,368,0,1,0,0,26
92,368,0,2,0,0,0
93,368,1,0,0,0,11
94,368,1,1,0,0,33
95,368,1,2,0,0,0
96,368,2,0,0,0,0
97,368,2,1,0,0,0
98,368,2,2,-1,0,0
99,369,0,0,0,1,548
100,369,0,1,0,0,70
101,369,0,2,0,0,0
102,369,1,0,0,0,85
103,369,1,1,0,0,6
104,369,1,2,0,0,0
105,369,2,0,0,0,0
106,369,2,1,0,0,0
107,369,2,2,-1,0,0
108,370,0,0,0,1,570
109,370,0,1,0,1,128
110,370,0,2,0,0,0
111,370,1,0,0,0,12
112,370,1,1,0,0,31
113,370,1,2,0,0,0
114,370,2,0,0,0,0
115,370,2,1,0,0,0
116,370,2,2,-1,0,0
117,371,0,0,0,1,571
118,371,0,1,0,1,143
119,371,0,2,0,0,0
120,371,1,0,0,0,56
121,371,1,1,0,1,325
122,371,1,2,0,0,0
123,371,2,0,0,0,0
124,371,2,1,0,0,0
125,371,2,2,-1,0,0
126,372,0,0,0,1,419
127,372,0,1,0,0,82
128,372,0,2,0,0,0
129,372,1,0,0,0,9
130,372,1,1,0,1,159
131,372,1,2,0,0,0
132,372,2,0,0,0,0
133,372,2,1,0,0,0
134,372,2,2,-1,0,0
135,373,0,0,0,1,244
136,373,0,1,0,0,47
137,373,0,2,0,0,0
138,373,1,0,0,0,5
139,373,1,1,0,0,34
140,373,1,2,0,0,0
141,373,2,0,0,0,0
142,373,2,1,0,0,0
143,373,2,2,-1,0,0
144,374,0,0,0,0,91
145,374,0,1,0,0,58
146,374,0,2,0,0,0
147,374,1,0,0,0,6
148,374,1,1,0,0,44
149,374,1,2,0,0,0
150,374,2,0,0,0,0
151,374,2,1,0,0,0
152,374,2,2,-1,0,0
153,375,0,0,0,0,92
154,375,0,1,0,0,47
155,375,0,2,0,0,0
156,375,1,0,0,0,22
157,375,1,1,0,0,20
158,375,1,2,0,0,0
159,375,2,0,0,0,0
160,375,2,1,0,0,0
161,375,2,2,-1,0,0
162,376,0,0,0,0,41
163,376,0,1,0,0,27
164,376,0,2,0,0,0
165,376,1,0,0,0,60
166,376,1,1,0,0,8
167,376,1,2,0,0,0
168,376,2,0,0,0,0
169,376,2,1,0,0,0
170,376,2,2,-1,0,0
171,377,0,0,0,0,9
172,377,0,1,0,0,16
173,377,0,2,0,0,0
174,377,1,0,0,0,43
175,377,1,1,0,0,6
176,377,1,2,0,0,0
177,377,2,0,0,0,0
178,377,2,1,0,0,0
179,377,2,2,-1,0,0
180,378,0,0,0,0,12
181,378,0,1,0,0,14
182,378,0,2,0,0,0
183,378,1,0,0,0,3
184,378,1,1,0,0,95
185,378,1,2,0,0,0
186,378,2,0,0,0,0
187,378,2,1,0,0,0
188,378,2,2,-1,0,0
189,379,0,0,0,0,8
190,379,0,1,0,0,43
191,379,0,2,0,0,0
192,379,1,0,0,0,7
193,379,1,1,0,0,37
194,379,1,2,0,0,0
195,379,2,0,0,0,0
196,379,2,1,0,0,0
197,379,2,2,-1,0,0
198,380,0,0,0,0,25
199,380,0,1,0,0,53
200,380,0,2,0,0,0
201,380,1,0,0,0,65
202,380,1,1,0,0,11
203,380,1,2,0,0,0
204,380,2,0,0,0,0
205,380,2,1,0,0,0
206,380,2,2,-1,0,0
207,381,0,0,0,0,29
208,381,0,1,0,0,27
209,381,0,2,0,0,0
210,381,1,0,0,0,12
211,381,1,1,0,0,53
212,381,1,2,0,0,0
213,381,2,0,0,0,0
214,381,2,1,0,0,0
215,381,2,2,-1,0,0
216,382,0,0,0,0,94
217,382,0,1,0,0,78
218,382,0,2,0,0,0
219,382,1,0,0,0,20
220,382,1,1,0,0,70
221,382,1,2,0,0,0
222,382,2,0,0,0,0
223,382,2,1,0,0,0
224,382,2,2,-1,0,0
225,383,0,0,0,0,56
226,383,0,1,0,0,86
227,383,0,2,0,0,0
228,383,1,0,0,1,159
229,383,1,1,0,0,28
230,383,1,2,0,0,0
231,383,2,0,0,0,0
232,383,2,1,0,0,0
233,383,2,2,-1,0,0
234,384,0,0,0,0,11
235,384,0,1,0,0,8
236,384,0,2,0,0,0
237,384,1,0,0,0,42
238,384,1,1,0,0,6
239,384,1,2,0,0,0
240,384,2,0,0,0,0
241,384,2,1,0,0,0
242,384,2,2,-1,0,0
243,385,0,0,0,0,10
244,385,0,1,0,0,116
245,385,0,2,0,0,0
