,Slice,x-grid,y-grid,Position,Poren,num Black pixels
0,396,0,0,0,0,78
1,396,0,1,0,1,168
2,396,0,2,0,0,0
3,396,1,0,0,1,131
4,396,1,1,0,0,9
5,396,1,2,0,0,0
6,396,2,0,0,0,0
7,396,2,1,0,0,0
8,396,2,2,-1,0,0
9,397,0,0,0,0,85
10,397,0,1,0,0,108
11,397,0,2,0,0,0
12,397,1,0,0,1,130
13,397,1,1,0,1,468
14,397,1,2,0,0,0
15,397,2,0,0,0,0
16,397,2,1,0,0,0
17,397,2,2,-1,0,0
18,398,0,0,0,0,94
19,398,0,1,0,0,67
20,398,0,2,0,0,0
21,398,1,0,0,1,300
22,398,1,1,0,1,1118
23,398,1,2,0,0,0
24,398,2,0,0,0,0
25,398,2,1,0,0,0
26,398,2,2,-1,0,0
27,399,0,0,0,1,265
28,399,0,1,0,0,58
29,399,0,2,0,0,0
30,399,1,0,0,1,171
31,399,1,1,0,1,615
32,399,1,2,0,0,0
33,399,2,0,0,0,0
34,399,2,1,0,0,0
35,399,2,2,-1,0,0
36,400,0,0,0,0,117
37,400,0,1,0,1,131
38,400,0,2,0,0,0
39,400,1,0,0,0,29
40,400,1,1,0,1,194
41,400,1,2,0,0,0
42,400,2,0,0,0,0
43,400,2,1,0,0,0
44,400,2,2,-1,0,0
45,401,0,0,0,0,8
46,401,0,1,0,1,126
47,401,0,2,0,0,0
48,401,1,0,0,0,38
49,401,1,1,0,0,79
50,401,1,2,0,0,0
51,401,2,0,0,0,0
52,401,2,1,0,0,0
53,401,2,2,-1,0,0
54,402,0,0,0,0,74
55,402,0,1,0,1,140
56,402,0,2,0,0,0
57,402,1,0,0,1,244
58,402,1,1,0,0,73
59,402,1,2,0,0,0
60,402,2,0,0,0,0
61,402,2,1,0,0,0
62,402,2,2,-1,0,0
63,403,0,0,0,0,68
64,403,0,1,0,0,71
65,403,0,2,0,0,0
66,403,1,0,0,0,46
67,403,1,1,0,0,118
68,403,1,2,0,0,0
69,403,2,0,0,0,0
70,403,2,1,0,0,0
71,403,2,2,-1,0,0
72,404,0,0,0,1,424
73,404,0,1,0,0,10
74,404,0,2,0,0,0
75,404,1,0,0,0,14
76,404,1,1,0,0,92
77,404,1,2,0,0,0
78,404,2,0,0,0,0
79,404,2,1,0,0,0
80,404,2,2,-1,0,0
81,405,0,0,0,1,452
82,405,0,1,0,0,12
83,405,0,2,0,0,0
84,405,1,0,0,0,90
85,405,1,1,0,0,118
86,405,1,2,0,0,0
87,405,2,0,0,0,0
88,405,2,1,0,0,0
89,405,2,2,-1,0,0
90,406,0,0,0,1,127
91,406,0,1,0,0,24
92,406,0,2,0,0,0
93,406,1,0,0,1,338
94,406,1,1,0,0,54
95,406,1,2,0,0,0
96,406,2,0,0,0,0
97,406,2,1,0,0,0
98,406,2,2,-1,0,0
99,407,0,0,0,0,20
100,407,0,1,0,0,123
101,407,0,2,0,0,0
102,407,1,0,0,1,235
103,407,1,1,0,1,313
104,407,1,2,0,0,0
105,407,2,0,0,0,0
106,407,2,1,0,0,0
107,407,2,2,-1,0,0
108,408,0,0,0,0,20
109,408,0,1,0,1,180
110,408,0,2,0,0,0
111,408,1,0,0,0,22
112,408,1,1,0,0,42
113,408,1,2,-1,0,0
114,408,2,0,0,0,0
115,408,2,1,0,0,0
116,408,2,2,-1,0,0
117,409,0,0,0,0,3
118,409,0,1,0,0,62
119,409,0,2,0,0,0
120,409,1,0,0,0,84
121,409,1,1,0,0,3
122,409,1,2,0,0,0
123,409,2,0,0,0,0
124,409,2,1,0,0,0
125,409,2,2,-1,0,0
126,410,0,0,0,0,30
127,410,0,1,0,0,26
128,410,0,2,0,0,0
129,410,1,0,0,1,257
130,410,1,1,0,0,101
131,410,1,2,0,0,0
132,410,2,0,0,0,0
133,410,2,1,0,0,0
134,410,2,2,-1,0,0
135,411,0,0,0,0,83
136,411,0,1,0,0,1
137,411,0,2,0,0,0
138,411,1,0,0,1,153
139,411,1,1,0,0,101
140,411,1,2,0,0,0
141,411,2,0,0,0,0
142,411,2,1,0,0,0
143,411,2,2,-1,0,0
144,412,0,0,0,0,58
145,412,0,1,0,0,7
146,412,0,2,0,0,0
147,412,1,0,0,0,46
148,412,1,1,0,0,30
149,412,1,2,0,0,0
150,412,2,0,0,0,0
151,412,2,1,0,0,0
152,412,2,2,-1,0,0
153,413,0,0,0,0,36
154,413,0,1,0,0,12
155,413,0,2,0,0,0
156,413,1,0,0,0,94
157,413,1,1,0,0,2
158,413,1,2,0,0,0
159,413,2,0,0,0,0
160,413,2,1,0,0,0
161,413,2,2,-1,0,0
162,414,0,0,0,0,10
163,414,0,1,0,0,8
164,414,0,2,0,0,0
165,414,1,0,0,0,101
166,414,1,1,0,0,40
167,414,1,2,-1,0,0
168,414,2,0,0,0,0
169,414,2,1,0,0,0
170,414,2,2,-1,0,0
171,415,0,0,0,0,9
172,415,0,1,0,0,27
173,415,0,2,0,0,0
174,415,1,0,0,0,4
175,415,1,1,0,0,31
176,415,1,2,0,0,0
177,415,2,0,0,0,0
178,415,2,1,0,0,0
179,415,2,2,-1,0,0
180,416,0,0,0,0,1
181,416,0,1,0,1,227
182,416,0,2,0,0,0
183,416,1,0,0,0,25
184,416,1,1,0,1,158
185,416,1,2,-1,0,0
186,416,2,0,0,0,0
187,416,2,1,0,0,0
188,416,2,2,-1,0,0
189,417,0,0,0,0,84
190,417,0,1,0,1,699
191,417,0,2,0,0,0
192,417,1,0,0,0,55
193,417,1,1,0,1,246
194,417,1,2,0,0,0
195,417,2,0,0,0,0
196,417,2,1,0,0,0
197,417,2,2,-1,0,0
198,418,0,0,0,1,135
199,418,0,1,0,1,789
200,418,0,2,0,0,0
201,418,1,0,0,0,124
202,418,1,1,0,1,314
203,418,1,2,0,0,0
204,418,2,0,0,0,0
205,418,2,1,0,0,0
206,418,2,2,-1,0,0
207,419,0,0,0,1,164
208,419,0,1,0,1,206
209,419,0,2,-1,0,0
210,419,1,0,0,0,78
211,419,1,1,0,1,403
212,419,1,2,0,0,0
213,419,2,0,0,0,0
214,419,2,1,0,0,0
215,419,2,2,-1,0,0
216,420,0,0,0,0,107
217,420,0,1,0,0,80
218,420,0,2,0,0,0
219,420,1,0,0,1,126
220,420,1,1,0,1,280
221,420,1,2,0,0,0
222,420,2,0,0,0,0
223,420,2,1,0,0,0
224,420,2,2,-1,0,0
225,421,0,0,0,0,65
226,421,0,1,0,0,21
227,421,0,2,0,0,0
228,421,1,0,0,1,233
229,421,1,1,0,0,124
230,421,1,2,0,0,0
231,421,2,0,0,0,0
232,421,2,1,0,0,0
233,421,2,2,-1,0,0
234,422,0,0,0,0,15
235,422,0,1,0,0,46
236,422,0,2,0,0,0
237,422,1,0,0,0,118
238,422,1,1,0,0,3
239,422,1,2,0,0,0
240,422,2,0,0,0,0
241,422,2,1,0,0,0
242,422,2,2,-1,0,0
243,423,0,0,0,0,6
244,423,0,1,0,0,7
245,423,0,2,0,0,0
246,423,1,0,0,0,21
247,423,1,1,0,0,46
248,423,1,2,0,0,0
249,423,2,0,0,0,0
250,423,2,1,0,0,0
251,423,2,2,-1,0,0
252,424,0,0,0,0,112
253,424,0,1,0,0,16
254,424,0,2,0,0,0
255,424,1,0,0,0,57
256,424,1,1,0,0,24
257,424,1,2,0,0,0
258,424,2,0,0,0,0
259,424,2,1,0,0,0
260,424,2,2,-1,0,0
261,425,0,0,0,0,83
262,425,0,1,0,0,52
263,425,0,2,0,0,0
264,425,1,0,0,0,109
265,425,1,1,0,0,22
266,425,1,2,0,0,0
267,425,2,0,0,0,0
268,425,2,1,0,0,0
269,425,2,2,-1,0,0
270,426,0,0,0,1,344
271,426,0,1,0,0,16
272,426,0,2,0,0,0
273,426,1,0,0,0,69
274,426,1,1,0,0,31
275,426,1,2,0,0,0
276,426,2,0,0,0,0
277,426,2,1,0,0,0
278,426,2,2,-1,0,0
279,427,0,0,0,1,1110
280,427,0,1,0,0,6
281,427,0,2,0,0,0
282,427,1,0,0,0,114
283,427,1,1,0,0,1
284,427,1,2,0,0,0
285,427,2,0,0,0,0
286,427,2,1,0,0,0
287,427,2,2,-1,0,0
288,428,0,0,0,1,938
289,428,0,1,0,0,5
290,428,0,2,0,0,0
291,428,1,0,0,1,161
292,428,1,1,0,0,91
293,428,1,2,0,0,0
294,428,2,0,0,0,0
295,428,2,1,0,0,0
296,428,2,2,-1,0,0
297,429,0,0,0,1,719
298,429,0,1,0,1,175
299,429,0,2,0,0,0
300,429,1,0,0,1,186
301,429,1,1,0,0,3
302,429,1,2,0,0,0
303,429,2,0,0,0,0
304,429,2,1,0,0,0
305,429,2,2,-1,0,0
306,430,0,0,0,1,415
307,430,0,1,0,1,317
308,430,0,2,0,0,0
309,430,1,0,0,0,112
310,430,1,1,0,0,101
311,430,1,2,0,0,0
312,430,2,0,0,0,0
313,430,2,1,0,0,0
314,430,2,2,-1,0,0
315,431,0,0,0,1,310
316,431,0,1,0,1,197
317,431,0,2,0,0,0
318,431,1,0,0,0,59
319,431,1,1,0,1,197
320,431,1,2,0,0,0
321,431,2,0,0,0,0
322,431,2,1,0,0,0
323,431,2,2,-1,0,0
324,432,0,0,0,0,122
325,432,0,1,0,1,317
326,432,0,2,0,0,0
327,432,1,0,0,0,7
328,432,1,1,0,0,79
329,432,1,2,0,0,0
330,432,2,0,0,0,0
331,432,2,1,0,0,0
332,432,2,2,-1,0,0
333,433,0,0,0,0,79
334,433,0,1,0,1,175
335,433,0,2,0,0,0
336,433,1,0,0,0,10
337,433,1,1,0,0,33
338,433,1,2,0,0,0
339,433,2,0,0,0,0
340,433,2,1,0,0,0
341,433,2,2,-1,0,0
342,434,0,0,0,0,29
343,434,0,1,0,0,56
344,434,0,2,0,0,0
345,434,1,0,0,0,6
346,434,1,1,0,0,19
347,434,1,2,0,0,0
348,434,2,0,0,0,0
349,434,2,1,0,0,0
350,434,2,2,-1,0,0
351,435,0,0,0,0,0
352,435,0,1,0,0,9
353,435,0,2,0,0,0
354,435,1,0,0,0,0
355,435,1,1,0,0,22
356,435,1,2,0,0,0
357,435,2,0,-1,0,0
358,435,2,1,0,0,0
359,435,2,2,-1,0,0
360,436,0,0,0,0,3
361,436,0,1,0,0,6
362,436,0,2,0,0,0
363,436,1,0,0,0,12
364,436,1,1,0,0,7
365,436,1,2,0,0,0
366,436,2,0,0,0,0
367,436,2,1,0,0,0
368,436,2,2,-1,0,0
369,437,0,0,0,0,12
370,437,0,1,0,0,71
371,437,0,2,0,0,0
372,437,1,0,0,0,56
373,437,1,1,0,0,100
374,437,1,2,0,0,0
375,437,2,0,0,0,0
376,437,2,1,0,0,0
377,437,2,2,-1,0,0
378,438,0,0,0,0,4
379,438,0,1,0,0,7
380,438,0,2,0,0,0
381,438,1,0,0,0,9
382,438,1,1,0,0,7
383,438,1,2,0,0,0
384,438,2,0,0,0,0
385,438,2,1,0,0,0
386,438,2,2,-1,0,0
387,439,0,0,0,0,15
388,439,0,1,0,0,18
389,439,0,2,0,0,0
390,439,1,0,0,0,6
391,439,1,1,0,0,26
392,439,1,2,0,0,0
393,439,2,0,0,0,0
394,439,2,1,0,0,0
395,439,2,2,-1,0,0
396,440,0,0,0,0,55
397,440,0,1,0,0,24
398,440,0,2,0,0,0
399,440,1,0,0,0,7
400,440,1,1,0,0,12
401,440,1,2,0,0,0
402,440,2,0,0,0,0
403,440,2,1,0,0,0
404,440,2,2,-1,0,0
405,441,0,0,0,0,53
406,441,0,1,0,1,215
407,441,0,2,0,0,0
408,441,1,0,0,0,5
409,441,1,1,0,0,27
410,441,1,2,0,0,0
411,441,2,0,0,0,0
